topology,workload,advert,feature,seed,delivered,sent,alice_flood,alice_direct,radio_tx,radio_rx,collisions,ackpath_tx,total_flood_tx,total_direct_tx,probes_fired,wall_s,rc
chain_6,medium,frequent,p2_c120_h2,404,6,6,4,2,134,265,34,23,65,38,1,1.623774528503418,0
chain_6,medium,frequent,p2_c120_h2,606,6,6,3,3,132,243,54,32,60,40,1,1.5828571319580078,0
chain_6,medium,frequent,p2_c120_h2,505,6,6,4,2,131,236,57,30,63,36,1,1.6038870811462402,0
chain_6,medium,frequent,p2_c120_h2,707,6,6,3,3,128,238,52,31,51,45,1,1.6159610748291016,0
chain_6,medium,frequent,p2_c120_h2,808,6,6,4,2,137,261,49,29,64,41,1,1.5240955352783203,0
chain_6,medium,frequent,p2_c120_h2,1010,6,6,4,2,129,234,53,22,63,35,1,1.6811139583587646,0
chain_6,medium,frequent,p2_c120_h2,1212,6,6,4,2,133,247,51,27,62,39,1,1.4550745487213135,0
chain_6,medium,frequent,p2_c120_h2,909,6,6,3,3,125,232,51,30,49,44,1,1.8311846256256104,0
chain_6,medium,frequent,p2_c120_h2,1313,6,6,4,2,131,237,52,32,67,32,1,1.4751203060150146,0
chain_6,medium,frequent,p2_c120_h2,1616,5,6,4,2,139,263,50,20,75,34,1,1.4072580337524414,0
chain_6,medium,frequent,p2_c120_h2,1717,5,6,3,3,137,259,47,26,67,38,2,1.4627714157104492,0
chain_6,medium,frequent,p2_c120_h2,1111,6,6,3,3,129,236,53,30,59,38,1,1.8106021881103516,0
chain_6,medium,frequent,p2_c120_h2,1414,6,6,4,2,132,246,49,28,61,39,1,1.6692712306976318,0
chain_6,medium,frequent,p2_c120_h2,1919,6,6,4,2,148,281,50,27,76,38,2,1.5643634796142578,0
chain_6,medium,frequent,p2_c120_h2,1515,6,6,4,2,129,238,48,23,63,35,1,1.6628680229187012,0
chain_6,medium,frequent,p2_c40,101,6,6,0,6,138,274,40,27,75,35,0,1.4908149242401123,0
chain_6,medium,frequent,p2_c40,202,6,6,0,6,125,234,47,26,62,35,0,1.4287655353546143,0
chain_6,medium,frequent,p2_c40,42,6,6,0,6,113,205,48,25,50,35,0,1.5107738971710205,0
chain_6,medium,frequent,p2_c120_h2,1818,6,6,4,2,136,255,52,28,63,41,1,1.8002095222473145,0
chain_6,medium,frequent,p2_c40,707,6,6,0,6,130,248,47,26,66,36,0,1.4862396717071533,0
chain_6,medium,frequent,p2_c40,303,6,6,0,6,125,238,44,23,62,35,0,1.5420451164245605,0
chain_6,medium,frequent,p2_c40,404,6,6,0,6,128,255,33,28,65,35,0,1.528383493423462,0
chain_6,medium,frequent,p2_c40,505,6,6,0,6,120,227,43,26,58,34,0,1.5407297611236572,0
chain_6,medium,frequent,p2_c40,606,6,6,0,6,121,223,50,27,58,35,0,1.5598580837249756,0
chain_6,medium,frequent,p2_c40,1010,6,6,0,6,118,227,36,28,54,36,0,1.4117565155029297,0
