region,feature,seed,delivered,sent,radio_tx,radio_rx,collisions,ackpath_tx,events_drift,events_shadow,events_fade,n_mutable_links,wall_s,rc
manh,passive_c120,808,20,50,10381,20430,4500,1869,34,29,8,24,102.46188497543335,0
manh,passive_c120,909,18,50,8730,17132,3540,672,43,23,5,24,102.24607348442078,0
manh,passive_c120,1010,17,50,9235,18364,3676,1348,45,19,7,24,102.27841711044312,0
manh,passive_c120,1313,21,50,9615,18910,4005,693,44,24,3,24,102.53710198402405,0
manh,passive_c120,1212,23,50,10230,19979,4547,745,47,21,3,24,102.90622353553772,0
manh,passive_c120,1111,21,50,9550,18774,3941,765,44,24,3,24,103.17551255226135,0
manh,passive_c120,1414,15,50,8824,17400,3596,1211,44,19,8,24,102.38093280792236,0
manh,passive_c120,1515,22,50,9879,19503,4168,1129,42,19,10,24,103.07732820510864,0
manh,passive_c120,1616,21,50,10092,19809,4381,987,44,22,5,24,102.216224193573,0
manh,passive_c120,1717,16,50,8884,17557,3566,1038,38,25,8,24,103.69776368141174,0
manh,passive_c120,1818,18,50,8969,17789,3539,928,41,23,7,24,103.11676931381226,0
manh,passive_c120,1919,24,50,8767,17324,3522,475,41,23,7,24,103.16145944595337,0
manh,passive_c120_probes,42,19,50,8450,16763,3341,1017,41,23,7,24,103.54084897041321,0
manh,passive_c120_probes,101,18,50,9544,18919,4007,1408,44,17,10,24,104.26092767715454,0
manh,passive_c120_probes,202,18,50,9440,18713,3827,1519,40,20,11,24,102.22921848297119,0
manh,passive_c120_probes,303,19,50,9263,18208,3945,1693,39,19,13,24,103.4869749546051,0
manh,passive_c120_probes,404,25,50,10099,19739,4521,1574,39,23,9,24,102.59955644607544,0
manh,passive_c120_probes,707,21,50,9811,19246,4295,1130,40,27,4,24,101.78199601173401,0
manh,passive_c120_probes,505,20,50,10089,19853,4274,870,40,27,4,24,102.4245867729187,0
manh,passive_c120_probes,606,24,50,10371,20385,4560,1277,40,27,4,24,102.5994462966919,0
manh,passive_c120_probes,808,20,50,9497,18727,3936,612,45,18,8,24,104.60702562332153,0
manh,passive_c120_probes,1010,27,50,10017,19741,4154,930,38,25,8,24,102.467276096344,0
manh,passive_c120_probes,909,21,50,9888,19391,4292,937,38,25,8,24,104.15182566642761,0
manh,passive_c120_probes,1111,18,50,8644,17043,3468,1285,47,15,9,24,102.74424505233765,0
manh,passive_c120_probes,1313,21,50,10182,19964,4676,1722,47,18,6,24,102.28257131576538,0
manh,passive_c120_probes,1212,19,50,9010,17958,3630,1738,47,18,6,24,104.05529475212097,0
manh,passive_c120_probes,1414,15,50,8729,17243,3449,1030,39,26,6,24,104.46218633651733,0
manh,passive_c120_probes,1515,25,50,9949,19571,4259,1621,39,25,7,24,103.04055404663086,0
manh,passive_c120_probes,1616,22,50,9292,18254,3777,745,44,24,3,24,103.56091380119324,0
manh,passive_c120_probes,1717,16,50,9465,18609,3998,1560,36,29,6,24,101.58107209205627,0
manh,passive_c120_probes,1818,20,50,9472,18651,3905,1269,35,24,12,24,103.9823784828186,0
manh,passive_c40,101,14,50,8003,15949,2982,967,52,14,5,24,101.37112855911255,0
manh,passive_c40,42,10,50,7272,14577,2552,766,52,14,5,24,101.99942231178284,0
manh,passive_c120_probes,1919,21,50,9310,18510,3861,1582,52,14,5,24,102.68945741653442,0
manh,passive_c40,202,13,50,7571,15052,2756,928,42,22,7,24,102.73587322235107,0
manh,passive_c40,303,9,50,6679,13364,2228,521,43,23,5,24,101.96803641319275,0
manh,passive_c40,404,13,50,7690,15244,2920,917,45,24,2,24,104.04801344871521,0
manh,passive_c40,505,10,50,7184,14349,2526,191,34,28,9,24,103.30160689353943,0
manh,passive_c40,606,14,50,7890,15739,2963,811,34,28,9,24,103.04248857498169,0
manh,passive_c40,707,16,50,8842,17472,3587,975,42,26,3,24,103.30650734901428,0
manh,passive_c40,808,13,50,8136,16213,3115,821,44,25,2,24,102.85092687606812,0
manh,passive_c40,909,17,50,8313,16397,3292,712,44,25,2,24,102.98327493667603,0
manh,passive_c40,1010,17,50,8075,15926,3158,428,47,16,8,24,102.98359942436218,0
manh,passive_c40,1111,15,50,8083,16023,3116,907,44,20,7,24,102.41199922561646,0
manh,passive_c40,1212,17,50,8851,17551,3500,599,41,24,6,24,103.28303742408752,0
manh,passive_c40,1414,11,50,7163,14369,2544,519,42,25,4,24,103.3135449886322,0
manh,passive_c40,1515,18,50,8291,16386,3281,1393,42,25,4,24,102.87497329711914,0
manh,passive_c40,1313,16,50,8049,16051,3039,1196,42,25,4,24,103.99612641334534,0
manh,passive_c40,1616,14,50,7842,15734,2923,1220,43,20,8,24,102.28876256942749,0
manh,passive_c40,1717,18,50,8570,16834,3579,666,44,22,5,24,103.29924416542053,0
manh,passive_c40,1818,14,50,7795,15586,2898,825,38,25,8,24,102.11062216758728,0
manh,passive_c40_probes,42,12,50,7621,15258,2835,612,44,20,7,24,101.8479061126709,0
manh,passive_c40,1919,14,50,8317,16618,3143,1110,48,20,3,24,103.18047213554382,0
manh,passive_c40_probes,101,11,50,7054,14196,2407,1085,48,20,3,24,101.5170750617981,0
manh,passive_c40_probes,303,9,50,6512,13080,2110,414,40,28,3,24,102.32074856758118,0
manh,passive_c40_probes,202,10,50,7256,14538,2553,903,40,28,3,24,103.98552584648132,0
manh,passive_c40_probes,404,10,50,7316,14619,2618,444,43,21,7,24,103.20903587341309,0
manh,passive_c40_probes,505,13,50,7494,15098,2694,898,36,25,10,24,102.77190613746643,0
manh,passive_c40_probes,606,18,50,8303,16617,3155,1529,47,21,3,24,103.6648805141449,0
manh,passive_c40_probes,707,20,50,8940,17629,3740,763,41,21,9,24,102.45822429656982,0
manh,passive_c40_probes,808,10,50,7790,15558,2881,1052,41,21,9,24,103.04336285591125,0
manh,passive_c40_probes,909,18,50,8475,16738,3372,588,43,16,12,24,102.81447291374207,0
manh,passive_c40_probes,1010,17,50,8230,16237,3167,398,41,24,6,24,102.1724841594696,0
manh,passive_c40_probes,1111,18,50,8339,16520,3273,453,42,25,4,24,102.27260446548462,0
manh,passive_c40_probes,1212,17,50,8410,16719,3203,733,45,17,9,24,101.92268228530884,0
manh,passive_c40_probes,1313,15,50,7886,15679,2918,875,34,27,10,24,103.30390167236328,0
manh,passive_c40_probes,1414,16,50,7225,14453,2517,204,35,22,14,24,102.61919283866882,0
manh,passive_c40_probes,1515,16,50,8797,17275,3701,1084,35,22,14,24,104.15355587005615,0
manh,passive_c40_probes,1616,14,50,7844,15639,2931,502,43,21,7,24,102.68776392936707,0
manh,passive_c40_probes,1717,17,50,8643,17075,3583,492,43,22,6,24,103.95313596725464,0
manh,passive_c40_probes,1818,15,50,8894,17635,3620,1232,46,19,6,24,104.25405168533325,0
manh,passive_c40_probes,1919,15,50,7873,15695,2994,953,39,23,9,24,102.94632005691528,0
manh,passive_c120_ttl_short,42,16,50,8557,16876,3441,848,37,27,7,24,103.66881036758423,0
manh,passive_c120_ttl_short,101,21,50,9829,19290,4279,1592,49,14,8,24,102.75226402282715,0
manh,passive_c120_ttl_short,303,18,50,9020,17847,3692,1659,42,24,5,24,102.09966802597046,0
manh,passive_c120_ttl_short,202,22,50,8713,17095,3512,870,42,24,5,24,103.29574799537659,0
manh,passive_c120_ttl_short,404,20,50,10111,19828,4437,1901,46,18,7,24,102.20899701118469,0
manh,passive_c120_ttl_short,505,26,50,10072,19751,4364,941,40,20,11,24,102.16686606407166,0
manh,passive_c120_ttl_short,606,22,50,9691,19109,4053,1262,48,17,6,24,103.40849709510803,0
manh,passive_c120_ttl_short,909,17,50,9591,18967,4018,1669,54,13,4,24,101.57609152793884,0
manh,passive_c120_ttl_short,808,23,50,10007,19715,4256,1382,43,21,7,24,104.1393735408783,0
manh,passive_c120_ttl_short,1010,19,50,9445,18743,3766,1317,33,31,7,24,101.80490469932556,0
manh,passive_c120_ttl_short,707,20,50,9599,18857,4146,1595,43,21,7,24,104.46284914016724,0
manh,passive_c120_ttl_short,1111,24,50,9600,18879,4151,832,44,15,12,24,103.31201219558716,0
manh,passive_c120_ttl_short,1212,23,50,9308,18355,3801,572,43,20,8,24,103.45309853553772,0
manh,passive_c120_ttl_short,1313,20,50,9092,17940,3655,1482,43,20,8,24,102.812979221344,0
manh,passive_c120_ttl_short,1515,19,50,9628,19004,3960,968,32,25,14,24,101.43693542480469,0
manh,passive_c120_ttl_short,1414,22,50,9242,18288,3739,1123,32,25,14,24,102.42554092407227,0
manh,passive_c120_ttl_short,1717,16,50,9663,18968,4202,1948,43,19,9,24,102.4892828464508,0
manh,passive_c120_ttl_short,1616,19,50,10438,20615,4572,1984,43,19,9,24,103.91351175308228,0
manh,passive_c120_ttl_short,1818,22,50,9548,18768,4087,1417,44,19,8,24,102.69956350326538,0
manh,passive_c120_ttl_short,1919,23,50,9519,18757,3998,567,39,28,4,24,102.1117730140686,0
manh,passive_c120_ttl_long,42,16,50,9541,18765,4089,1582,52,14,5,24,103.44884300231934,0
manh,passive_c120_ttl_long,101,17,50,9912,19403,4367,774,44,17,10,24,103.10987162590027,0
manh,passive_c120_ttl_long,202,19,50,8855,17387,3657,1197,41,22,8,24,102.52233099937439,0
manh,passive_c120_ttl_long,303,18,50,8751,17332,3467,1268,41,22,8,24,103.02208065986633,0
manh,passive_c120_ttl_long,404,22,50,9628,18954,4048,1817,41,22,8,24,103.07572388648987,0
manh,passive_c120_ttl_long,505,23,50,9684,19098,4058,1242,48,19,4,24,103.96707940101624,0
manh,passive_c120_ttl_long,707,21,50,9709,19064,4178,1715,48,16,7,24,102.92323088645935,0
manh,passive_c120_ttl_long,606,18,50,9043,17840,3625,1158,48,16,7,24,104.08965873718262,0
manh,passive_c120_ttl_long,909,16,50,9083,17822,3752,736,34,28,9,24,102.55534052848816,0
manh,passive_c120_ttl_long,808,20,50,9404,18505,3861,837,43,21,7,24,102.70630669593811,0
manh,passive_c120_ttl_long,1111,20,50,9657,19026,4129,1655,35,28,8,24,102.79052305221558,0
manh,passive_c120_ttl_long,1010,19,50,9515,18725,4033,1014,35,28,8,24,103.28461003303528,0
manh,passive_c120_ttl_long,1212,22,50,9924,19395,4336,691,42,15,14,24,103.11755180358887,0
manh,passive_c120_ttl_long,1313,20,50,9233,18134,3741,871,38,27,6,24,102.4924829006195,0
manh,passive_c120_ttl_long,1414,22,50,9936,19588,4237,1269,44,18,9,24,102.39431166648865,0
manh,passive_c120_ttl_long,1818,16,50,9534,18894,3940,1611,38,22,11,24,101.90430092811584,0
manh,passive_c120_ttl_long,1616,25,50,10182,19840,4640,823,38,22,11,24,103.1277756690979,0
manh,passive_c120_ttl_long,1717,20,50,9375,18533,3919,2070,38,22,11,24,102.90270590782166,0
manh,passive_c120_ttl_long,1515,18,50,9432,18564,3910,662,38,22,11,24,104.07366919517517,0
manh,passive_c120_ttl_long,1919,23,50,9587,18868,3970,1016,39,21,11,24,102.2354428768158,0
