topology,workload,advert,feature,seed,delivered,sent,alice_flood,alice_direct,radio_tx,radio_rx,collisions,ackpath_tx,total_flood_tx,total_direct_tx,probes_fired,wall_s,rc
chain_10,medium,medium,p2_c40_penalty_off,202,,,0,0,81,145,9,0,28,45,0,1.7798776626586914,0
chain_10,medium,medium,p2_c40_penalty_off,42,3,6,3,3,178,326,12,31,79,81,0,2.208225965499878,0
chain_10,medium,medium,p2_c40_penalty_off,101,6,6,3,3,242,455,6,81,100,119,0,2.0908126831054688,0
chain_10,medium,medium,p2_c120,42,6,6,4,2,231,429,10,76,105,103,0,1.8252785205841064,0
chain_10,medium,medium,p2_c40_h2,202,,,0,0,81,145,9,0,28,45,0,2.0931296348571777,0
chain_10,medium,medium,p2_c40_h2,42,0,6,0,6,147,268,10,0,46,85,2,2.2051968574523926,0
chain_10,medium,medium,p2_c120,101,6,6,3,3,242,455,6,81,100,119,0,1.9913411140441895,0
chain_10,medium,medium,p2_c40_h2,101,6,6,3,3,252,468,11,81,100,127,2,2.2044832706451416,0
chain_10,medium,medium,p2_c120,202,,,0,0,81,145,9,0,28,45,0,2.1723577976226807,0
chain_10,medium,medium,p2_c120_mp2,101,6,6,3,3,242,455,6,81,100,119,0,2.1884605884552,0
chain_10,medium,medium,p2_c120_mp2,202,,,0,0,81,145,9,0,28,45,0,2.1376943588256836,0
chain_10,medium,medium,p2_c120_mp2,42,6,6,4,2,233,431,10,76,105,103,0,2.196974515914917,0
chain_10,medium,medium,p2_c120_mp3,202,,,0,0,81,145,9,0,28,45,0,2.131143808364868,0
chain_10,medium,medium,p2_c120_mp3,42,5,6,4,2,224,411,11,67,105,93,0,2.1583826541900635,0
chain_10,medium,medium,p2_c120_mp3,101,6,6,3,3,242,455,6,81,100,119,0,2.206052541732788,0
chain_10,medium,medium,p2_c120_h2,42,5,6,4,2,230,422,14,67,105,101,2,2.2779417037963867,0
chain_10,medium,medium,p2_etl_60,42,6,6,4,2,231,429,10,76,105,103,0,1.8328311443328857,0
chain_10,medium,medium,p2_etl_1800,101,6,6,3,3,242,455,6,81,100,119,0,1.858947515487671,0
chain_10,medium,medium,p2_etl_60,101,6,6,3,3,242,455,6,81,100,119,0,1.9852120876312256,0
chain_10,medium,medium,p2_c120_h2,202,,,0,0,81,145,9,0,28,45,0,2.0614912509918213,0
chain_10,medium,medium,p2_etl_86400,101,6,6,3,3,242,455,6,81,100,119,0,1.9196782112121582,0
chain_10,medium,medium,p2_c120_h2,101,6,6,3,3,252,468,11,81,100,127,2,2.2235405445098877,0
chain_10,medium,frequent,baseline,42,5,6,1,5,263,481,17,54,111,124,0,1.91707181930542,0
chain_10,medium,medium,p2_etl_86400,202,,,0,0,81,145,9,0,28,45,0,2.04274320602417,0
chain_10,medium,medium,p2_etl_60,202,,,0,0,81,145,9,0,28,45,0,2.197260856628418,0
chain_10,medium,medium,p2_etl_1800,202,,,0,0,81,145,9,0,28,45,0,2.166496753692627,0
chain_10,medium,medium,p2_etl_86400,42,6,6,4,2,231,429,10,76,105,103,0,2.1873092651367188,0
chain_10,medium,medium,p2_etl_1800,42,6,6,4,2,231,429,10,76,105,103,0,2.2920422554016113,0
chain_10,medium,frequent,baseline,101,6,6,1,5,272,502,13,63,108,135,0,2.1687207221984863,0
chain_10,medium,frequent,p2_c40,202,6,6,3,3,279,511,16,81,131,117,0,1.8513967990875244,0
chain_10,medium,frequent,baseline,202,6,6,1,5,256,467,16,58,99,128,0,2.149160623550415,0
chain_10,medium,frequent,p2_c40,42,0,6,0,6,194,349,17,0,95,77,0,2.1029257774353027,0
chain_10,medium,frequent,p2_c40_mp2,101,6,6,3,3,285,524,15,76,140,114,0,1.8615663051605225,0
chain_10,medium,frequent,p2_c40,101,6,6,3,3,285,524,15,76,140,114,0,2.0567381381988525,0
chain_10,medium,frequent,p2_c40_mp2,202,6,6,3,3,279,511,16,81,131,117,0,2.084920883178711,0
chain_10,medium,frequent,p2_c40_mp2,42,0,6,0,6,200,357,15,0,95,77,0,2.1741793155670166,0
chain_10,medium,frequent,p2_c40_mp3,202,6,6,3,3,279,511,16,81,131,117,0,2.0560522079467773,0
chain_10,medium,frequent,p2_c40_mp3,42,0,6,0,6,206,363,15,0,95,77,0,2.158841609954834,0
chain_10,medium,frequent,p2_c40_penalty_off,42,4,6,3,3,261,477,17,54,133,100,0,2.2243831157684326,0
chain_10,medium,frequent,p2_c40_mp3,101,6,6,3,3,285,524,15,76,140,114,0,2.2633392810821533,0
chain_10,medium,frequent,p2_c40_penalty_off,202,6,6,3,3,279,511,16,81,131,117,0,2.156432628631592,0
chain_10,medium,frequent,p2_c40_h2,42,0,6,0,6,181,322,16,0,72,85,2,2.2229416370391846,0
chain_10,medium,frequent,p2_c40_penalty_off,101,6,6,3,3,285,524,15,76,140,114,0,2.3109827041625977,0
chain_10,medium,frequent,p2_c40_h2,101,6,6,3,3,300,554,13,81,140,127,2,2.22810697555542,0
chain_10,medium,frequent,p2_c40_h2,202,6,6,3,3,280,511,16,81,122,125,2,2.215332269668579,0
chain_10,medium,frequent,p2_c120_mp3,42,5,6,4,2,281,509,19,67,154,93,0,1.8775215148925781,0
chain_10,medium,frequent,p2_c120_mp2,202,6,6,3,3,279,511,16,81,131,117,0,2.0212414264678955,0
chain_10,medium,frequent,p2_c120,42,5,6,3,3,281,514,18,72,143,108,0,2.2116146087646484,0
chain_10,medium,frequent,p2_c120_mp2,101,6,6,3,3,285,524,15,76,140,114,0,2.152860164642334,0
chain_10,medium,frequent,p2_c120_mp3,202,6,6,3,3,279,511,16,81,131,117,0,1.9340307712554932,0
chain_10,medium,frequent,p2_c120,202,6,6,3,3,279,511,16,81,131,117,0,2.25968599319458,0
chain_10,medium,frequent,p2_c120,101,6,6,3,3,285,524,15,76,140,114,0,2.275329828262329,0
chain_10,medium,frequent,p2_c120_mp2,42,6,6,4,2,290,530,17,76,154,103,0,2.2253220081329346,0
chain_10,medium,frequent,p2_c120_mp3,101,6,6,3,3,285,524,15,76,140,114,0,2.228895902633667,0
chain_10,medium,frequent,p2_c120_h2,42,5,6,3,3,269,489,17,72,120,117,2,2.193542242050171,0
chain_10,medium,frequent,p2_c120_h2,202,6,6,3,3,280,511,16,81,122,125,2,2.057114362716675,0
chain_10,medium,frequent,p2_etl_60,42,5,6,3,3,281,514,18,72,143,108,0,1.9656257629394531,0
chain_10,medium,frequent,p2_c120_h2,101,6,6,3,3,300,554,13,81,140,127,2,2.2227489948272705,0
chain_10,medium,frequent,p2_etl_1800,101,6,6,3,3,285,524,15,76,140,114,0,1.9664490222930908,0
chain_10,medium,frequent,p2_etl_1800,42,5,6,3,3,281,514,18,72,143,108,0,2.2149672508239746,0
chain_10,medium,frequent,p2_etl_60,101,6,6,3,3,285,524,15,76,140,114,0,2.2770836353302,0
chain_10,medium,frequent,p2_etl_60,202,6,6,3,3,279,511,16,81,131,117,0,2.2644758224487305,0
chain_10,medium,frequent,p2_etl_86400,42,5,6,3,3,281,514,18,72,143,108,0,2.183950662612915,0
chain_10,medium,frequent,p2_etl_1800,202,6,6,3,3,279,511,16,81,131,117,0,2.235123634338379,0
chain_10,medium,frequent,p2_etl_86400,202,6,6,3,3,279,511,16,81,131,117,0,2.100055456161499,0
chain_10,heavy,medium,baseline,101,11,12,1,11,307,569,13,108,59,216,0,2.0018470287323,0
chain_10,medium,frequent,p2_etl_86400,101,6,6,3,3,285,524,15,76,140,114,0,2.240575075149536,0
chain_10,heavy,medium,baseline,42,12,12,1,11,326,606,13,117,62,231,0,2.1063997745513916,0
chain_10,heavy,medium,baseline,202,,,0,0,81,145,9,0,28,45,0,2.1953208446502686,0
chain_10,heavy,medium,p2_c40,42,0,12,0,12,176,322,10,0,49,107,0,2.0890748500823975,0
chain_10,heavy,medium,p2_c40,202,,,0,0,81,145,9,0,28,45,0,1.9495656490325928,0
chain_10,heavy,medium,p2_c40,101,11,12,7,5,341,632,14,142,138,167,0,2.2638776302337646,0
chain_10,heavy,medium,p2_c40_mp2,42,0,12,0,12,194,347,9,0,55,107,0,2.0797152519226074,0
chain_10,heavy,medium,p2_c40_penalty_off,42,10,12,6,6,350,652,12,144,145,169,0,2.0877034664154053,0
chain_10,heavy,medium,p2_c40_penalty_off,101,11,12,7,5,341,632,14,142,138,167,0,2.1029739379882812,0
chain_10,heavy,medium,p2_c40_mp2,101,11,12,7,5,341,632,14,142,138,167,0,2.274519681930542,0
chain_10,heavy,medium,p2_c40_mp3,42,0,12,0,12,197,342,8,0,46,107,0,2.2931630611419678,0
