region,traffic,feature,seed,delivered,sent,radio_tx,radio_rx,collisions,ackpath_tx,events_drift,events_shadow,events_fade,n_mutable_links,wall_s,rc
manh,realistic,passive_c120_ttl_short,808,29,84,14997,29381,7031,858,39,24,8,24,102.75856733322144,0
manh,realistic,passive_c120_ttl_short,909,34,84,15708,30781,7564,2012,46,22,3,24,103.66004467010498,0
manh,realistic,passive_c120_ttl_short,1010,25,84,15440,30479,7169,1306,42,21,8,24,103.37532758712769,0
manh,realistic,passive_c120_ttl_short,1111,28,84,15307,30095,7254,1319,46,20,5,24,103.43214821815491,0
manh,realistic,passive_c120_ttl_short,1212,34,84,15716,30944,7361,1605,47,15,9,24,102.46659207344055,0
manh,realistic,passive_c120_ttl_short,1313,32,84,15407,30308,7164,1614,34,30,7,24,104.37449193000793,0
manh,realistic,passive_c120_ttl_short,1515,26,84,15965,31379,7535,1739,39,25,7,24,102.30757212638855,0
manh,realistic,passive_c120_ttl_short,1414,30,84,14035,27769,6259,932,43,20,8,24,104.07405114173889,0
manh,realistic,passive_c120_ttl_short,1616,32,84,15847,31213,7461,1505,44,22,5,24,102.29120254516602,0
manh,realistic,passive_c120_ttl_short,1717,25,84,15923,31220,7628,1091,44,20,7,24,104.50433421134949,0
manh,realistic,passive_c120_ttl_short,1919,29,84,16289,31928,7832,1322,47,15,9,24,102.84962463378906,0
manh,realistic,passive_c120_ttl_short,1818,32,84,16255,31810,7930,1881,47,15,9,24,103.07527017593384,0
manh,realistic,passive_c120_ttl_long,42,27,84,13990,27662,6334,1314,38,27,6,24,104.29340267181396,0
manh,realistic,passive_c120_ttl_long,101,35,84,15741,30872,7497,1737,44,19,8,24,102.80700135231018,0
manh,realistic,passive_c120_ttl_long,202,29,84,14642,28758,6675,1740,38,24,9,24,103.51545119285583,0
manh,realistic,passive_c120_ttl_long,303,26,84,16317,31952,7847,1631,37,24,10,24,102.71407461166382,0
manh,realistic,passive_c120_ttl_long,404,25,84,15673,30699,7365,1310,42,20,9,24,104.55632758140564,0
manh,realistic,passive_c120_ttl_long,505,31,84,15845,31147,7494,1484,43,20,8,24,104.39289665222168,0
manh,realistic,passive_c120_ttl_long,606,24,84,15802,31277,7415,1282,38,24,9,24,103.57769322395325,0
manh,realistic,passive_c120_ttl_long,707,34,84,15479,30358,7410,1274,49,15,7,24,103.26207613945007,0
manh,realistic,passive_c120_ttl_long,808,29,84,16279,32002,7759,1321,36,30,5,24,103.48229050636292,0
manh,realistic,passive_c120_ttl_long,909,28,84,16311,32175,7654,2172,36,30,5,24,103.48034405708313,0
manh,realistic,passive_c120_ttl_long,1010,27,84,14452,28633,6441,955,38,24,9,24,104.18886280059814,0
manh,realistic,passive_c120_ttl_long,1111,29,84,15739,30890,7481,1166,42,22,7,24,102.75621056556702,0
manh,realistic,passive_c120_ttl_long,1313,28,84,14503,28658,6640,1233,39,20,12,24,102.54116773605347,0
manh,realistic,passive_c120_ttl_long,1212,26,84,16113,31842,7583,2349,39,20,12,24,104.17723274230957,0
manh,realistic,passive_c120_ttl_long,1414,28,84,16960,33417,8141,1582,44,23,4,24,102.94436240196228,0
manh,realistic,passive_c120_ttl_long,1515,21,84,15430,30488,7210,1317,44,23,4,24,102.79099178314209,0
manh,realistic,passive_c120_ttl_long,1616,27,84,15437,30438,7239,1585,48,17,6,24,104.04329299926758,0
manh,realistic,passive_c120_ttl_long,1717,24,84,14560,28865,6679,1743,43,25,3,24,102.59804797172546,0
manh,realistic,passive_c120_ttl_long,1818,32,84,15427,30386,7197,1307,42,24,5,24,102.37494683265686,0
manh,realistic,passive_c120_ttl_long,1919,27,84,15349,30317,7193,1596,39,27,5,24,101.37098789215088,0
