topology,workload,advert,feature,seed,delivered,sent,alice_flood,alice_direct,radio_tx,radio_rx,collisions,ackpath_tx,total_flood_tx,total_direct_tx,probes_fired,wall_s,rc
chain_3,light,sparse,passive_c80,303,1,1,0,1,27,46,2,3,7,14,0,0.6903476715087891,0
chain_3,light,sparse,baseline,505,1,1,1,0,29,49,2,6,9,13,0,0.7204992771148682,0
chain_3,light,sparse,passive_c60,303,1,1,0,1,27,46,2,3,7,14,0,0.7261297702789307,0
chain_3,light,sparse,passive_c60,505,1,1,0,1,26,44,2,3,7,13,0,0.7648036479949951,0
chain_3,light,sparse,passive,202,1,1,0,1,27,46,2,3,7,14,0,0.8057196140289307,0
chain_3,light,sparse,passive,404,,,0,0,17,26,4,0,2,11,0,0.8138315677642822,0
chain_3,light,sparse,passive_c60,404,,,0,0,17,26,4,0,2,11,0,0.8815906047821045,0
chain_3,light,sparse,baseline,42,1,1,1,0,29,49,2,6,9,13,0,0.9092786312103271,0
chain_3,light,sparse,baseline,303,1,1,1,0,30,51,2,6,9,14,0,0.9105169773101807,0
chain_3,light,sparse,baseline,202,1,1,1,0,30,51,2,6,9,14,0,0.9161419868469238,0
chain_3,light,sparse,baseline,101,1,1,1,0,29,49,2,6,9,13,0,0.9171755313873291,0
chain_3,light,sparse,passive_c80,404,,,0,0,17,26,4,0,2,11,0,0.9149975776672363,0
chain_3,light,sparse,passive_c80,42,1,1,0,1,26,44,2,3,7,13,0,0.9183652400970459,0
chain_3,light,sparse,passive_c60,101,1,1,0,1,26,44,2,3,7,13,0,0.9189958572387695,0
chain_3,light,sparse,passive_c60,606,1,1,0,1,27,46,2,3,7,14,0,0.9189679622650146,0
chain_3,light,sparse,passive_c80,606,1,1,0,1,27,46,2,3,7,14,0,0.9183144569396973,0
chain_3,light,sparse,passive,606,1,1,0,1,27,46,2,3,7,14,0,0.9218392372131348,0
chain_3,light,sparse,passive_c80,202,1,1,0,1,27,46,2,3,7,14,0,0.9220912456512451,0
chain_3,light,sparse,passive_c80,101,1,1,0,1,26,44,2,3,7,13,0,0.9237163066864014,0
chain_3,light,sparse,baseline,404,,,0,0,17,26,4,0,2,11,0,0.9287776947021484,0
chain_3,light,sparse,passive_c60,202,1,1,0,1,27,46,2,3,7,14,0,0.931621789932251,0
chain_3,light,sparse,baseline,606,1,1,1,0,30,51,2,6,9,14,0,0.9338765144348145,0
chain_3,light,sparse,passive,42,1,1,0,1,26,44,2,3,7,13,0,0.9384346008300781,0
chain_3,light,sparse,passive_c80,505,1,1,0,1,26,44,2,3,7,13,0,0.9375338554382324,0
chain_3,light,sparse,passive,303,1,1,0,1,27,46,2,3,7,14,0,0.9402825832366943,0
chain_3,light,sparse,passive_c60,42,1,1,0,1,26,44,2,3,7,13,0,0.9417414665222168,0
chain_3,light,sparse,passive,101,1,1,0,1,26,44,2,3,7,13,0,0.9428601264953613,0
chain_3,light,sparse,passive,505,1,1,0,1,26,44,2,3,7,13,0,0.9489295482635498,0
