topology,workload,advert,feature,seed,delivered,sent,alice_flood,alice_direct,radio_tx,radio_rx,collisions,ackpath_tx,total_flood_tx,total_direct_tx,probes_fired,wall_s,rc
chain_3,light,medium,p1_etl_300,202,1,1,1,0,32,49,4,6,14,7,0,0.36456847190856934,0
chain_3,light,medium,p1_etl_86400,202,1,1,1,0,32,49,4,6,14,7,0,0.3651409149169922,0
chain_3,light,medium,p1_penalty_off,42,1,1,1,0,28,39,6,6,11,6,0,0.3913130760192871,0
chain_3,light,medium,p1_default,42,1,1,1,0,28,39,6,6,11,6,0,0.40190982818603516,0
chain_3,light,medium,baseline,42,1,1,1,0,28,39,6,6,11,6,0,0.40593385696411133,0
chain_3,light,medium,baseline,202,1,1,1,0,32,49,4,6,14,7,0,0.4080848693847656,0
chain_3,light,medium,p1_default,101,1,1,1,0,35,57,2,6,17,7,0,0.41098451614379883,0
chain_3,light,medium,baseline,101,1,1,1,0,35,57,2,6,17,7,0,0.4163527488708496,0
chain_3,light,medium,p1_etl_60,42,1,1,1,0,28,39,6,6,11,6,0,0.4146249294281006,0
chain_3,light,medium,p1_penalty_off,101,1,1,1,0,35,57,2,6,17,7,0,0.4224967956542969,0
chain_3,light,medium,p1_penalty_off,202,1,1,1,0,32,49,4,6,14,7,0,0.42248058319091797,0
chain_3,light,medium,p1_etl_60,101,1,1,1,0,35,57,2,6,17,7,0,0.4222257137298584,0
chain_3,light,medium,p1_etl_1800,42,1,1,1,0,28,39,6,6,11,6,0,0.41053295135498047,0
chain_3,light,medium,p1_etl_86400,42,1,1,1,0,28,39,6,6,11,6,0,0.4144423007965088,0
chain_3,light,medium,p1_default,202,1,1,1,0,32,49,4,6,14,7,0,0.437255859375,0
chain_3,light,medium,p1_c80,42,1,1,0,1,25,34,6,3,9,6,0,0.4174466133117676,0
chain_3,light,medium,p1_c40,42,1,1,0,1,25,34,6,3,9,6,0,0.4216432571411133,0
chain_3,light,medium,p1_etl_60,202,1,1,1,0,32,49,4,6,14,7,0,0.4231734275817871,0
chain_3,light,medium,p1_etl_1800,202,1,1,1,0,32,49,4,6,14,7,0,0.4228072166442871,0
chain_3,light,medium,p1_etl_300,101,1,1,1,0,35,57,2,6,17,7,0,0.4232611656188965,0
chain_3,light,medium,p1_c40,101,1,1,0,1,32,52,2,3,15,7,0,0.4264836311340332,0
chain_3,light,medium,p1_etl_7200,101,1,1,1,0,35,57,2,6,17,7,0,0.42974424362182617,0
chain_3,light,medium,p1_etl_1800,101,1,1,1,0,35,57,2,6,17,7,0,0.43090081214904785,0
chain_3,light,medium,p1_etl_86400,101,1,1,1,0,35,57,2,6,17,7,0,0.4307420253753662,0
chain_3,light,medium,p1_etl_300,42,1,1,1,0,28,39,6,6,11,6,0,0.43221306800842285,0
chain_3,light,medium,p1_etl_7200,42,1,1,1,0,28,39,6,6,11,6,0,0.43243932723999023,0
chain_3,light,medium,p1_c40,202,1,1,0,1,29,44,4,3,12,7,0,0.431471586227417,0
chain_3,light,medium,p1_etl_7200,202,1,1,1,0,32,49,4,6,14,7,0,0.43527793884277344,0
chain_3,light,medium,p1_mp3,101,1,1,1,0,35,57,2,6,17,7,0,0.29960155487060547,0
chain_3,light,medium,p1_c100,42,1,1,0,1,25,34,6,3,9,6,0,0.3647449016571045,0
chain_3,light,medium,p1_c100,202,1,1,0,1,29,44,4,3,12,7,0,0.35382795333862305,0
chain_3,light,medium,p1_c100,101,1,1,0,1,32,52,2,3,15,7,0,0.37596678733825684,0
chain_3,light,medium,p1_c80,101,1,1,0,1,32,52,2,3,15,7,0,0.42521166801452637,0
chain_3,light,medium,p1_c80,202,1,1,0,1,29,44,4,3,12,7,0,0.43818116188049316,0
chain_3,light,medium,p1_mp4,101,1,1,1,0,35,57,2,6,17,7,0,0.3861725330352783,0
chain_3,light,medium,p1_c120,42,1,1,1,0,28,39,6,6,11,6,0,0.4220752716064453,0
chain_3,light,medium,p1_c120,101,1,1,1,0,35,57,2,6,17,7,0,0.4187443256378174,0
chain_3,light,medium,p1_c120,202,1,1,1,0,32,49,4,6,14,7,0,0.42017555236816406,0
chain_3,light,medium,p1_mp2,42,1,1,1,0,28,39,6,6,11,6,0,0.4263622760772705,0
chain_3,light,medium,p1_mp4,42,1,1,1,0,28,39,6,6,11,6,0,0.4135122299194336,0
chain_3,light,medium,p1_mp2,202,1,1,1,0,32,49,4,6,14,7,0,0.42528414726257324,0
chain_3,light,medium,p1_mp2,101,1,1,1,0,35,57,2,6,17,7,0,0.4296762943267822,0
chain_3,light,medium,p1_mp3,42,1,1,1,0,28,39,6,6,11,6,0,0.4337742328643799,0
chain_3,light,medium,p1_mp4,202,1,1,1,0,32,49,4,6,14,7,0,0.42019033432006836,0
chain_3,light,medium,p1_mp3,202,1,1,1,0,32,49,4,6,14,7,0,0.42856764793395996,0
chain_3,light,medium,p1_probes_h1,101,1,1,1,0,36,56,4,6,14,10,1,0.42481207847595215,0
chain_3,light,medium,p1_probes_h2,42,1,1,1,0,32,46,6,6,11,9,1,0.42153334617614746,0
chain_3,light,medium,p1_probes_h1,42,1,1,1,0,32,46,6,6,11,9,1,0.42841124534606934,0
chain_3,light,medium,p1_probes_h5,42,1,1,1,0,32,46,6,6,11,9,1,0.42273449897766113,0
chain_3,light,medium,p1_probes_h1,202,1,1,1,0,39,64,2,6,17,10,1,0.4336397647857666,0
chain_3,light,medium,p1_probes_h3,42,1,1,1,0,32,46,6,6,11,9,1,0.43204569816589355,0
chain_3,light,medium,p1_probes_h2,101,1,1,1,0,36,56,4,6,14,10,1,0.43444156646728516,0
chain_3,light,medium,p1_probes_h3,101,1,1,1,0,36,56,4,6,14,10,1,0.4326796531677246,0
chain_3,light,medium,p1_probes_h5,101,1,1,1,0,36,56,4,6,14,10,1,0.4376561641693115,0
chain_3,light,medium,p1_probes_h3,202,1,1,1,0,39,64,2,6,17,10,1,0.47547245025634766,0
chain_3,light,medium,p1_probes_h2,202,1,1,1,0,39,64,2,6,17,10,1,0.4876832962036133,0
chain_3,light,medium,p1_auto,42,1,1,0,1,25,34,6,3,9,6,0,0.3269937038421631,0
chain_3,light,sparse,baseline,101,1,1,1,0,23,37,2,6,9,7,0,0.37827539443969727,0
chain_3,light,medium,p1_auto,202,1,1,0,1,29,44,4,3,12,7,0,0.4271576404571533,0
chain_3,light,medium,p1_auto,101,1,1,0,1,32,52,2,3,15,7,0,0.45404481887817383,0
chain_3,light,sparse,p1_etl_60,42,1,1,1,0,22,35,2,6,9,6,0,0.3950684070587158,0
chain_3,light,sparse,p1_default,101,1,1,1,0,23,37,2,6,9,7,0,0.41992759704589844,0
chain_3,light,sparse,p1_default,42,1,1,1,0,22,35,2,6,9,6,0,0.42424917221069336,0
chain_3,light,sparse,p1_etl_7200,202,1,1,1,0,23,37,2,6,9,7,0,0.3902120590209961,0
chain_3,light,sparse,p1_penalty_off,202,1,1,1,0,23,37,2,6,9,7,0,0.4229114055633545,0
chain_3,light,sparse,p1_penalty_off,101,1,1,1,0,23,37,2,6,9,7,0,0.42935991287231445,0
chain_3,light,sparse,baseline,202,1,1,1,0,23,37,2,6,9,7,0,0.4568359851837158,0
chain_3,light,sparse,p1_etl_1800,42,1,1,1,0,22,35,2,6,9,6,0,0.41210293769836426,0
chain_3,light,sparse,p1_penalty_off,42,1,1,1,0,22,35,2,6,9,6,0,0.43889880180358887,0
chain_3,light,sparse,p1_etl_60,202,1,1,1,0,23,37,2,6,9,7,0,0.4307217597961426,0
chain_3,light,sparse,p1_etl_1800,101,1,1,1,0,23,37,2,6,9,7,0,0.41864585876464844,0
chain_3,light,sparse,p1_etl_86400,42,1,1,1,0,22,35,2,6,9,6,0,0.41129612922668457,0
chain_3,light,sparse,p1_etl_300,202,1,1,1,0,23,37,2,6,9,7,0,0.444293737411499,0
chain_3,light,medium,p1_probes_h5,202,1,1,1,0,39,64,2,6,17,10,1,0.5912675857543945,0
chain_3,light,sparse,p1_etl_7200,42,1,1,1,0,22,35,2,6,9,6,0,0.4658346176147461,0
chain_3,light,sparse,p1_etl_7200,101,1,1,1,0,23,37,2,6,9,7,0,0.46564555168151855,0
chain_3,light,sparse,p1_etl_60,101,1,1,1,0,23,37,2,6,9,7,0,0.5178751945495605,0
chain_3,light,sparse,p1_etl_300,42,1,1,1,0,22,35,2,6,9,6,0,0.5210170745849609,0
chain_3,light,sparse,baseline,42,1,1,1,0,22,35,2,6,9,6,0,0.5761547088623047,0
chain_3,light,sparse,p1_etl_86400,101,1,1,1,0,23,37,2,6,9,7,0,0.4611630439758301,0
chain_3,light,sparse,p1_default,202,1,1,1,0,23,37,2,6,9,7,0,0.5729303359985352,0
chain_3,light,sparse,p1_etl_86400,202,1,1,1,0,23,37,2,6,9,7,0,0.4801161289215088,0
chain_3,light,sparse,p1_c40,42,1,1,0,1,19,30,2,3,7,6,0,0.3595128059387207,0
chain_3,light,sparse,p1_etl_300,101,1,1,1,0,23,37,2,6,9,7,0,0.689960241317749,0
chain_3,light,sparse,p1_c40,202,1,1,0,1,20,32,2,3,7,7,0,0.3874990940093994,0
chain_3,light,sparse,p1_etl_1800,202,1,1,1,0,23,37,2,6,9,7,0,0.7206428050994873,0
chain_3,light,sparse,p1_c100,101,1,1,0,1,20,32,2,3,7,7,0,0.35488367080688477,0
chain_3,light,sparse,p1_c40,101,1,1,0,1,20,32,2,3,7,7,0,0.44211840629577637,0
chain_3,light,sparse,p1_c120,101,1,1,1,0,23,37,2,6,9,7,0,0.3769357204437256,0
chain_3,light,sparse,p1_c80,42,1,1,0,1,19,30,2,3,7,6,0,0.45177173614501953,0
chain_3,light,sparse,p1_mp3,101,1,1,1,0,23,37,2,6,9,7,0,0.40290021896362305,0
chain_3,light,sparse,p1_mp3,42,1,1,1,0,22,35,2,6,9,6,0,0.4291841983795166,0
chain_3,light,sparse,p1_mp3,202,1,1,1,0,23,37,2,6,9,7,0,0.41382765769958496,0
chain_3,light,sparse,p1_c100,42,1,1,0,1,19,30,2,3,7,6,0,0.49396181106567383,0
chain_3,light,sparse,p1_c80,101,1,1,0,1,20,32,2,3,7,7,0,0.527949333190918,0
chain_3,light,sparse,p1_c80,202,1,1,0,1,20,32,2,3,7,7,0,0.5473666191101074,0
chain_3,light,sparse,p1_probes_h2,202,1,1,1,0,30,52,0,6,12,10,1,0.3700687885284424,0
chain_3,light,sparse,p1_probes_h1,101,1,1,1,0,27,44,2,6,9,10,1,0.4351375102996826,0
chain_3,light,sparse,p1_mp2,42,1,1,1,0,22,35,2,6,9,6,0,0.5378038883209229,0
chain_3,light,sparse,p1_probes_h2,101,1,1,1,0,27,44,2,6,9,10,1,0.4052579402923584,0
chain_3,light,sparse,p1_mp4,101,1,1,1,0,23,37,2,6,9,7,0,0.4785881042480469,0
chain_3,light,sparse,p1_c120,42,1,1,1,0,22,35,2,6,9,6,0,0.5912573337554932,0
chain_3,light,sparse,p1_c100,202,1,1,0,1,20,32,2,3,7,7,0,0.5996246337890625,0
chain_3,light,sparse,p1_c120,202,1,1,1,0,23,37,2,6,9,7,0,0.6017251014709473,0
chain_3,light,sparse,p1_probes_h1,202,1,1,1,0,30,52,0,6,12,10,1,0.5009260177612305,0
chain_3,light,sparse,p1_probes_h2,42,1,1,1,0,26,42,2,6,9,9,1,0.48880934715270996,0
chain_3,light,sparse,p1_mp2,101,1,1,1,0,23,37,2,6,9,7,0,0.6127381324768066,0
chain_3,light,sparse,p1_mp4,42,1,1,1,0,22,35,2,6,9,6,0,0.563586950302124,0
chain_3,light,sparse,p1_probes_h1,42,1,1,1,0,26,42,2,6,9,9,1,0.550994873046875,0
chain_3,light,sparse,p1_probes_h3,42,1,1,1,0,26,42,2,6,9,9,1,0.38567209243774414,0
